Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),impact_score,likelihood,risk_score,Risk Category
Brazil,2020,DDoS,Retail,0.169866318222937,0.3420989160447594,Unknown,Weak Passwords,Encryption,0.295774647887324,0.2467177635023611,0.0006666666666666666,0.00016447850900157406,Low
USA,2016,Phishing,Retail,0.7582671625288975,0.6387729918906018,Nation-state,Weak Passwords,AI-based Detection,0.47887323943661975,0.6665401267189531,0.0006666666666666666,0.00044436008447930206,Medium
USA,2018,Phishing,Banking,0.5568398834053674,0.6186801386293787,Insider,Zero-day,VPN,0.7042253521126761,0.6048690537140325,0.0013333333333333333,0.00080649207161871,High
Brazil,2023,SQL Injection,Retail,0.565483968238014,0.7746131697909652,Hacker Group,Social Engineering,AI-based Detection,0.28169014084507044,0.5714639632253106,0.0003333333333333333,0.0001904879877417702,Low
Australia,2023,DDoS,Government,0.7613830535732236,0.9009478478519553,Insider,Unpatched Software,Encryption,0.8873239436619719,0.8284406698745927,0.0003333333333333333,0.0002761468899581976,Low
India,2019,Phishing,Telecommunications,0.7511307669112475,0.1413144971382421,Insider,Unpatched Software,AI-based Detection,0.8873239436619719,0.5954245213294908,0.0006666666666666666,0.00039694968088632715,Medium
Germany,2024,Phishing,IT,0.0344758267162529,0.8460285164995182,Unknown,Unpatched Software,VPN,0.9577464788732395,0.4625957640826298,0.0003333333333333333,0.00015419858802754327,Low
Australia,2015,Malware,Retail,0.9941702683686804,0.11971845786325412,Insider,Zero-day,Antivirus,0.15492957746478872,0.5639865870362741,0.0006666666666666666,0.00037599105802418273,Medium
USA,2016,Malware,Retail,0.32556035782490705,0.8952173264705854,Unknown,Social Engineering,AI-based Detection,0.4225352112676057,0.5158524191071503,0.0013333333333333333,0.0006878032254762004,High
Japan,2017,SQL Injection,Healthcare,0.2126846919288371,0.277349829015093,Unknown,Social Engineering,AI-based Detection,0.619718309859155,0.3134909566407774,0.0003333333333333333,0.0001044969855469258,Low
Australia,2024,Ransomware,Education,0.8579756759473315,0.46095169088410765,Insider,Unpatched Software,AI-based Detection,0.5211267605633804,0.6714986973515742,0.0006666666666666666,0.00044766579823438276,Medium
Russia,2021,SQL Injection,Telecommunications,0.8013870740777969,0.5993398791646609,Nation-state,Social Engineering,Firewall,0.7605633802816901,0.7326081768446348,0.0013333333333333333,0.000976810902459513,High
Australia,2016,Man-in-the-Middle,Government,0.3158106342345965,0.16330684910394302,Hacker Group,Unpatched Software,VPN,0.35211267605633806,0.27731990705974874,0.0006666666666666666,0.00018487993803983249,Low
UK,2021,SQL Injection,Government,0.3872751030254297,0.9865503882563343,Nation-state,Weak Passwords,Encryption,0.14084507042253522,0.5177716820741222,0.001,0.0005177716820741222,Medium
France,2024,Ransomware,Retail,0.9903507890240226,0.3488592499482092,Nation-state,Zero-day,Encryption,0.26760563380281693,0.6533542962570374,0.0003333333333333333,0.0002177847654190125,Low
Germany,2022,SQL Injection,Retail,0.2472610312594231,0.5596845911424114,Unknown,Zero-day,Antivirus,0.9577464788732395,0.4830851887470829,0.002,0.0009661703774941658,High
Russia,2018,DDoS,Healthcare,0.6711227259021008,0.3354686847923012,Hacker Group,Weak Passwords,Antivirus,0.26760563380281693,0.4897230951493041,0.0016666666666666668,0.0008162051585821736,High
Germany,2016,Ransomware,Education,0.2954065735249774,0.3852429566928307,Unknown,Unpatched Software,Firewall,0.295774647887324,0.3224311033478027,0.001,0.00032243110334780273,Medium
USA,2021,Man-in-the-Middle,Education,0.15499045130163838,0.946115485117758,Insider,Zero-day,Firewall,0.4366197183098592,0.4486538148481184,0.0016666666666666668,0.0007477563580801974,High
Russia,2016,SQL Injection,Telecommunications,0.959191878580762,0.595996241034176,Nation-state,Social Engineering,AI-based Detection,0.14084507042253522,0.6865638256851408,0.0013333333333333333,0.0009154184342468544,High
Japan,2022,DDoS,Education,0.12172077595738266,0.7568951903051508,Nation-state,Weak Passwords,VPN,0.19718309859154928,0.32736556478854645,0.001,0.0003273655647885465,Medium
Australia,2024,Ransomware,Government,0.3962207257010755,0.5944690360694588,Hacker Group,Social Engineering,Antivirus,0.7464788732394366,0.5257468483192628,0.0013333333333333333,0.000700995797759017,High
China,2015,Malware,Retail,0.18956679063222437,0.4577271467187612,Hacker Group,Zero-day,Encryption,0.5352112676056339,0.33914379285286733,0.001,0.0003391437928528673,Medium
China,2024,Ransomware,Telecommunications,0.7032867624886924,0.5493464343366917,Unknown,Social Engineering,Antivirus,0.8732394366197184,0.6910951988692974,0.0016666666666666668,0.001151825331448829,High
France,2023,Malware,Healthcare,0.5311086541360942,0.7148209937640799,Unknown,Unpatched Software,Firewall,0.46478873239436624,0.5729583716761443,0.0003333333333333333,0.00019098612389204807,Low
India,2022,Malware,Government,0.8407880188963717,0.8499916434066479,Hacker Group,Social Engineering,Antivirus,0.7042253521126761,0.8162365728927155,0.0003333333333333333,0.00027207885763090513,Low
Brazil,2019,SQL Injection,Banking,0.2727912353000302,0.8264840959517059,Nation-state,Zero-day,VPN,0.6901408450704226,0.5223690154496113,0.0013333333333333333,0.0006964920205994818,High
UK,2017,DDoS,IT,0.08553623479746708,0.6176062913638861,Unknown,Zero-day,Antivirus,0.5915492957746479,0.3463598639628289,0.001,0.0003463598639628289,Medium
USA,2017,SQL Injection,Banking,0.08623982309779878,0.8957897781349485,Unknown,Social Engineering,AI-based Detection,0.7183098591549296,0.4555188168203699,0.0003333333333333333,0.00015183960560678994,Low
UK,2020,SQL Injection,Healthcare,0.6774550206050861,0.0018104284280297156,Unknown,Social Engineering,Antivirus,0.619718309859155,0.463214300802783,0.001,0.000463214300802783,Medium
Japan,2022,Phishing,Government,0.7098200824203439,0.07641228929625475,Unknown,Unpatched Software,Firewall,0.5774647887323944,0.49332668574552724,0.0003333333333333333,0.00016444222858184241,Low
China,2019,Ransomware,Retail,0.056086038797869144,0.17497505531864643,Nation-state,Zero-day,VPN,0.8873239436619719,0.2580003247269229,0.001,0.0002580003247269229,Low
Australia,2016,Man-in-the-Middle,Healthcare,0.9081314704995477,0.7465340153381018,Insider,Unpatched Software,Antivirus,0.4084507042253521,0.7597160806962748,0.001,0.0007597160806962749,High
Australia,2017,Malware,Healthcare,0.772137903306865,0.5637267804297591,Nation-state,Unpatched Software,AI-based Detection,0.47887323943661975,0.6509616336696842,0.0013333333333333333,0.0008679488448929123,High
India,2022,DDoS,Healthcare,0.11569001909739673,0.2547570032755845,Insider,Unpatched Software,AI-based Detection,0.8028169014084507,0.29483549081306387,0.0016666666666666668,0.0004913924846884398,Medium
Russia,2021,Malware,Education,0.0004020504573323952,0.8698363008413639,Unknown,Unpatched Software,Antivirus,0.2112676056338028,0.3034054366078359,0.001,0.0003034054366078359,Medium
Russia,2015,Malware,IT,0.953161121720776,0.28239681108394526,Unknown,Zero-day,VPN,0.28169014084507044,0.6176376323545857,0.0013333333333333333,0.0008235168431394475,High
Brazil,2023,Malware,Telecommunications,0.6258920494522063,0.4225323780462786,Nation-state,Zero-day,AI-based Detection,0.7605633802816901,0.5918184141963247,0.001,0.0005918184141963247,High
Brazil,2021,Malware,Healthcare,0.8298321439340638,0.9380331081223086,Unknown,Unpatched Software,Encryption,0.7746478873239437,0.8512555818685132,0.0006666666666666666,0.0005675037212456755,High
India,2021,Man-in-the-Middle,Telecommunications,0.715046738365665,0.41598120917403836,Insider,Social Engineering,VPN,0.5352112676056339,0.5893599854561709,0.0003333333333333333,0.00019645332848539028,Low
Australia,2019,Man-in-the-Middle,Banking,0.4741180018092271,0.11197735012925199,Insider,Social Engineering,Firewall,0.8732394366197184,0.4453000932673328,0.0013333333333333333,0.000593733457689777,High
Australia,2017,Man-in-the-Middle,Telecommunications,0.7962609307468088,0.8001783407108208,Insider,Zero-day,Firewall,0.8732394366197184,0.8128318549105943,0.0003333333333333333,0.00027094395163686474,Low
Japan,2018,Man-in-the-Middle,Retail,0.4684892954065736,0.6907159749041994,Hacker Group,Social Engineering,Antivirus,0.9859154929577465,0.6386425387660959,0.0013333333333333333,0.0008515233850214612,High
India,2017,Man-in-the-Middle,Government,0.6954467785707107,0.713557997259838,Hacker Group,Unpatched Software,AI-based Detection,0.971830985915493,0.7561569856464054,0.0003333333333333333,0.0002520523285488018,Low
Australia,2022,Man-in-the-Middle,Healthcare,0.8122424364257715,0.70749921688212,Hacker Group,Zero-day,Antivirus,0.5211267605633804,0.7225963353901979,0.0016666666666666668,0.0012043272256503298,High
Brazil,2016,Malware,Healthcare,0.8380741783093779,0.15475710335454676,Unknown,Unpatched Software,Antivirus,0.3943661971830986,0.5443374595976727,0.0006666666666666666,0.00036289163973178177,Medium
Russia,2022,Phishing,Banking,0.8494321037290181,0.9238629278500737,Insider,Weak Passwords,Encryption,0.5633802816901409,0.8145509865575593,0.0006666666666666666,0.0005430339910383728,High
Germany,2022,DDoS,Telecommunications,0.20152779173786314,0.23907763225184672,Nation-state,Social Engineering,AI-based Detection,0.07042253521126761,0.1865716925867391,0.0013333333333333333,0.0002487622567823188,Low
Russia,2023,Ransomware,Telecommunications,0.5988541561966028,0.8747511786799785,Hacker Group,Weak Passwords,Antivirus,0.6619718309859155,0.6942467978994781,0.0013333333333333333,0.0009256623971993041,High
Russia,2016,SQL Injection,Healthcare,0.466881093577244,0.09054243798356904,Unknown,Social Engineering,VPN,0.3943661971830986,0.33947651762031245,0.001,0.00033947651762031246,Medium
China,2015,Man-in-the-Middle,Retail,0.4693939089355715,0.5295868440199317,Hacker Group,Zero-day,VPN,0.8873239436619719,0.5710377964061596,0.0006666666666666666,0.00038069186427077306,Medium
Germany,2018,Phishing,Government,0.4665795557342447,0.6102584939517279,Nation-state,Weak Passwords,VPN,1.0,0.6163673260526408,0.0006666666666666666,0.0004109115507017605,Medium
USA,2021,DDoS,Telecommunications,0.014875866921298626,0.8638806017948162,Hacker Group,Weak Passwords,Firewall,0.323943661971831,0.3313908463934604,0.001,0.0003313908463934604,Medium
USA,2018,Malware,Healthcare,0.13850638255101017,0.7559434393736658,Insider,Weak Passwords,Antivirus,0.6056338028169015,0.4171629836509851,0.0006666666666666666,0.00027810865576732337,Low
Japan,2021,SQL Injection,Telecommunications,0.6606694140114585,0.16373718864183842,Unknown,Social Engineering,Firewall,0.056338028169014086,0.39072346923208356,0.001,0.0003907234692320836,Medium
Russia,2019,Man-in-the-Middle,Telecommunications,0.9564780379937683,0.25977396165574645,Nation-state,Weak Passwords,Antivirus,0.8028169014084507,0.7167345877752982,0.0006666666666666666,0.00047782305851686545,Medium
UK,2019,Phishing,Retail,0.9008945622675646,0.2321181412134174,Unknown,Social Engineering,Firewall,0.22535211267605634,0.5651531460330188,0.001,0.0005651531460330188,High
Germany,2018,Phishing,Telecommunications,0.848326464971354,0.8002383880882017,Unknown,Unpatched Software,Encryption,0.1267605633802817,0.6895868615881938,0.0013333333333333333,0.0009194491487842584,High
UK,2016,Phishing,Healthcare,0.7105236707206755,0.9253460980713784,Unknown,Unpatched Software,Encryption,0.6619718309859155,0.7652600309789344,0.001,0.0007652600309789344,High
Brazil,2016,Malware,IT,0.9929641169966833,0.27326060261546364,Insider,Social Engineering,AI-based Detection,0.9295774647887325,0.7643757322407272,0.0006666666666666666,0.0005095838214938182,Medium
Germany,2024,Malware,Banking,0.22454518042014276,0.7979736011713242,Insider,Zero-day,Firewall,0.8028169014084507,0.5122280508431588,0.001,0.0005122280508431588,Medium
Japan,2022,DDoS,Education,0.8210875464870842,0.9054934343196783,Hacker Group,Weak Passwords,Antivirus,0.5070422535211268,0.783600254243671,0.001,0.000783600254243671,High
India,2023,Phishing,Telecommunications,0.11277515328173687,0.5122711819625685,Insider,Zero-day,AI-based Detection,0.7042253521126761,0.35091400165217423,0.0006666666666666666,0.00023394266776811614,Low
UK,2017,Phishing,Telecommunications,0.2671625288973766,0.4167378061290359,Insider,Social Engineering,VPN,0.11267605633802817,0.2811378175550047,0.0003333333333333333,9.371260585166823e-05,Low
UK,2015,Ransomware,Government,0.30395014574329077,0.7446685434808064,Nation-state,Unpatched Software,Antivirus,0.5915492957746479,0.4936854950708169,0.0003333333333333333,0.0001645618316902723,Low
Brazil,2020,Malware,Banking,0.7951552919891447,0.7552008534733905,Nation-state,Weak Passwords,Firewall,0.36619718309859156,0.6973773386563078,0.0013333333333333333,0.0009298364515417437,High
Brazil,2017,Malware,Banking,0.9922605286963515,0.6602789600995186,Insider,Weak Passwords,AI-based Detection,0.28169014084507044,0.7505519805470454,0.0013333333333333333,0.0010007359740627272,High
India,2016,Ransomware,Retail,0.29128555633732034,0.4036314652260634,Insider,Zero-day,Firewall,0.35211267605633806,0.3371547529477468,0.0013333333333333333,0.00044953967059699573,Medium
China,2019,DDoS,Retail,0.07407779676349383,0.0864271910537414,Nation-state,Weak Passwords,Antivirus,0.15492957746478872,0.09395297119082709,0.0003333333333333333,3.1317657063609026e-05,Low
Australia,2022,DDoS,Telecommunications,0.8671223238516435,0.38996668371345,Nation-state,Social Engineering,VPN,1.0,0.7505511670398568,0.0016666666666666668,0.0012509186117330947,High
Brazil,2023,Man-in-the-Middle,Banking,0.19750728716453916,0.37604670084696834,Unknown,Social Engineering,Firewall,0.5915492957746479,0.32987751299128965,0.0006666666666666666,0.0002199183419941931,Low
UK,2022,Ransomware,Government,0.31601165946326265,0.48503869553077383,Insider,Weak Passwords,Antivirus,0.8450704225352113,0.47253152289790573,0.0006666666666666666,0.00031502101526527046,Medium
France,2024,Ransomware,Banking,0.7872147954568298,0.7599796239232756,Unknown,Unpatched Software,AI-based Detection,0.647887323943662,0.75117874969413,0.0006666666666666666,0.00050078583312942,Medium
Japan,2017,Phishing,IT,0.6545381445371395,0.2860096616230206,Hacker Group,Zero-day,Firewall,0.7887323943661972,0.5708184496287154,0.0006666666666666666,0.00038054563308581027,Medium
USA,2017,Malware,IT,0.7541461453412404,0.992736268916175,Nation-state,Unpatched Software,Antivirus,0.4507042253521127,0.7650347984158952,0.0013333333333333333,0.0010200463978878602,High
USA,2021,Man-in-the-Middle,Education,0.35742285656849937,0.04860134646235881,Unknown,Zero-day,VPN,0.8028169014084507,0.35385521250464747,0.0016666666666666668,0.0005897586875077458,High
Russia,2021,SQL Injection,Telecommunications,0.6791637350487486,0.5386029577336519,Insider,Unpatched Software,VPN,0.25352112676056343,0.5518669801965825,0.002,0.0011037339603931651,High
Japan,2015,Malware,Healthcare,0.2592220323650618,0.8086059901262096,Hacker Group,Weak Passwords,AI-based Detection,0.04225352112676056,0.38064351744574587,0.0006666666666666666,0.00025376234496383055,Low
UK,2015,Ransomware,IT,0.25751331792139914,0.021172705264453657,Unknown,Weak Passwords,AI-based Detection,0.18309859154929578,0.17172818884989483,0.0006666666666666666,0.00011448545923326322,Low
France,2020,Phishing,Government,0.9442154990451302,0.20939921598140934,Insider,Zero-day,VPN,0.14084507042253522,0.5630965284014949,0.001,0.000563096528401495,High
Japan,2017,Man-in-the-Middle,Retail,0.7399738667202735,0.5599067664387202,Nation-state,Zero-day,VPN,0.1267605633802817,0.5633110759678092,0.001,0.0005633110759678091,High
France,2015,SQL Injection,Government,0.12483666700170871,0.34436370296163676,Insider,Zero-day,VPN,0.3802816901408451,0.24178378241751441,0.0016666666666666668,0.0004029729706958574,Medium
Australia,2024,Phishing,Retail,0.7330384963312897,0.8978534063376005,Hacker Group,Social Engineering,AI-based Detection,0.9154929577464789,0.8189738616162208,0.0003333333333333333,0.0002729912872054069,Low
Australia,2023,SQL Injection,Healthcare,0.9919589908533522,0.538689025641231,Nation-state,Zero-day,Encryption,0.49295774647887325,0.75617775241482,0.0006666666666666666,0.00050411850160988,Medium
China,2015,DDoS,Government,0.22323851643381248,0.3037906908550847,Nation-state,Social Engineering,Firewall,0.014084507042253521,0.20557336688188235,0.001,0.00020557336688188237,Low
